1,독수리상이 어디에 있어?  
2,중앙도서관과 학생회관 사이에 위치하고 있습니다.
1,미래관이 어디에 있어? 
2,청송관과 중앙도서관과 미래관 사이에 위치하고 있습니다.
1,창조관이 어디에 있어? 
2,청송관과 중앙도서관과 미래관 사이에위치하고 있습니다.
1,청송관이 어디에 있어? 
2,정의관 바로 옆에 위치하고 있습니다.
1,중앙도서관이 어디에 있어?  
2,학생회관에서 독수리상 기준으로 가장 빨리 나오는 건물입니다.
1,백운관이 어디에 있어? 
2,창조관 뒤편으로 올라가는 길로 가면 있는 건물이고 학군단 옆에 있습니다.
1,스포츠센터가 어디에 있어? 
2,연세플라자 반대편과 운동장 옆에 위치하고 있습니다.
1,헬스장이 어디에 있어? 
2,스포츠센터 108호 입니다.
1,수영장이 어디에 있어? 
2,스포츠센터 101호 입니다.
1,스쿼시장이 어디에있어? 
2,스포츠센터 105-107호 입니다
1,노천극장이 어디에 있어? 
2,미래관에서 나왔을때 왼쪽 독수리상이 바라보는 방향으로 가게되면 나오는 신전같은 모습의 건물입니다.
1,학생회관이 어디에 있어? 
2,축구장을 지나서 삼거리가 나오는 곳의 오른쪽에 있는 건물입니다.
1,학생회관 식당이 어디에 있어? 
2,학관 1층에 위치하고 있습니다.
1,동아리방이 어디에 있어? 
2,학생회관 3~4층에 위치하고 있습니다
1,연세플라자가 어디에 있어? 
2,학교를 들어오면 스포츠센터 맞은편에 있으며 매지학사와 세연학사 사이에 있는커다란 건물입니다. 이글플라자가 어디에 있어? 매지학사와 세연학사 사이에 있는 건물 두 개 중 작은 건물입니다.
1,교회가 어디에 있어? 
2,대학본부와 붙어있는 건물이며 중앙길을 따라오면 테니스장 옆에 있는건물입니다.
1,정의관이 어디에 있어? 
2,학교입구에서 기준으로 헐떡고개를 따라서 오면 좌측에 바로 보이는 큰 건물입니다.
1,대학본부가 어디에 있어? 
2,교회 바로 옆에 있는 건물입니다.
1,컨버젼스홀이 어디에 있어?  
2,학관과 중앙도서관 바로 옆에 있는 지어지고 있는 건물입니다.
1,청연 학사가 어디에 있어? 
2,연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다.
1,청연 1학사가 어디에 있어? 
2,연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다.
1,청연 2학사가 어디에 있어? 
2,연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다.
1,세연학사가 어디에 있어?  
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,세연 1학사가 어디에 있어? 
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,세연 2학사가 어디에 있어? 
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,세연 3학사가 어디에 있어? 
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,매지 학사가 어디에 있어? 
2,2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다. 13학사의 경우 연세플라자 언덕으로 올라오시면 보입니다.
1,매지 1학사가 어디에 있어? 
2,1학사의 경우 연세플라자 언덕으로 올라오시면 보입니다.
1,매지 2학사가 어디에 있어? 
2,2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다.
1,매지 3학사가 어디에 있어? 
2,3학사의 경우 연세플라자 언덕으로 올라오시면 보입니다.
1,34번 버스는 어디에서 타? 
2,연세대 정문 연세대 스포츠센터 연세대학교 연세대 복지타운에서 탈 수 있습니다.
1,31번 버스는 어디에서 타? 
2,연세삼거리에서 탈 수 있습니다.
1,30번 버스는 어디에서 타? 
2,연세삼거리에서 탈 수 있습니다.
1,셔틀버스 정류장은 어디에 있어? 
2,미래관 옆 주차장에 있습니다.
1,셔틀버스 사무실은 어디에 있어? 
2,학생회관 3층에 있습니다.
1,무궁화공원은 어디에 있어? 
2,정문으로 들어오기 전 오른쪽에 있습니다.
1,헐떡고개는 어디에 있어? 
2,세연학사에서 정의관 사이에 있습니다.
1,거북섬은 어디에 있어? 
2,저수지 가운데에 있습니다.
1,흥업저수지는 어디에 있어? 
2,정문으로 들어오는 기준 오른쪽에 있습니다.
1,매지호수는 어디에 있어? 
2,정문으로 들어오는 기준 오른쪽에 있습니다.
1,학군단은 어디에 있어? 
2,백운관 옆 셔틀버스 탑승장 뒤쪽에 있습니다.
1,풋살장은 어디에 있어? 
2,스포츠센터와 운동장 사이에 있습니다.
1,배드민턴장은 어디에 있어? 
2,헐떡고개 중간에 있습니다.
1,테니스장은 어디에 있어? 
2,종합운동장 맞은편에 있습니다.
1,운동장은 어디에 있어? 
2,스포츠센터 옆 테니스장 맞은편에 있습니다.
1,bnc는 어디에 있어? 
2,연세프라자 2층에 있습니다.
1,편의점은 뭐뭐 있어? 
2,미니스톱 백운관점 미니스톱 연대학생회관점 CU청연학사점 CU연세프라자점이 있습니다.
1,미니스톱 백운관점은 어디에 있어? 
2,백운관 1층에 있습니다.
1,미니스톱 연대학생회관점은 어디에 있어? 
2,학생회관 1층에 있습니다.
1,CU청연학사점은 어디에 있어? 
2,청연학사 1층에 있습니다.
1,CU연세프라자점은 어디에 있어? 
2,연세프라자 1층에 있습니다.
1,매지리는 어디에 있어? 
2,흥업면에 있습니다.
1,키스로드는 어디에 있어? 
2,호수를 따라 있습니다.
1,현운재는 어디에 있어? 
2,세연3학사 뒤에 있습니다.
1,라돈하우스는 어디에 있어? 
2,뒷산 어딘가에 있습니다.
1,독수리상이 어디에 있니?  
2,중앙도서관과 학생회관 사이에 위치하고 있습니다.
1,미래관이 어디에 있니? 
2,청송관과 중앙도서관과 미래관 사이에 위치하고 있습니다.
1,창조관이 어디에 있니? 
2,청송관과 중앙도서관과 미래관 사이에위치하고 있습니다.
1,청송관이 어디에 있니? 
2,정의관 바로 옆에 위치하고 있습니다.
1,중앙도서관이 어디에 있니?  
2,학생회관에서 독수리상 기준으로 가장 빨리 나오는 건물입니다.
1,백운관이 어디에 있니? 
2,창조관 뒤편으로 올라가는 길로 가면 있는 건물이고 학군단 옆에 있습니다.
1,스포츠센터가 어디에 있니? 
2,연세플라자 반대편과 운동장 옆에 위치하고 있습니다.
1,헬스장이 어디에 있니? 
2,스포츠센터 108호 입니다.
1,수영장이 어디에 있니? 
2,스포츠센터 101호 입니다.
1,스쿼시장이 어디에있니? 
2,스포츠센터 105-107호 입니다
1,노천극장이 어디에 있니? 
2,미래관에서 나왔을때 왼쪽 독수리상이 바라보는 방향으로 가게되면 나오는 신전같은 모습의 건물입니다.
1,학생회관이 어디에 있니? 
2,축구장을 지나서 삼거리가 나오는 곳의 오른쪽에 있는 건물입니다.
1,학생회관 식당이 어디에 있니? 
2,학관 1층에 위치하고 있습니다.
1,동아리방이 어디에 있니? 
2,학생회관 3~4층에 위치하고 있습니다
1,연세플라자가 어디에 있니? 
2,학교를 들어오면 스포츠센터 맞은편에 있으며 매지학사와 세연학사 사이에 있는커다란 건물입니다.
1,이글플라자가 어디에 있니? 
2,매지학사와 세연학사 사이에 있는 건물 두 개 중 작은 건물입니다.
1,교회가 어디에 있니? 
2,대학본부와 붙어있는 건물이며 중앙길을 따라오면 테니스장 옆에 있는건물입니다.
1,정의관이 어디에 있니? 
2,학교입구에서 기준으로 헐떡고개를 따라서 오면 좌측에 바로 보이는 큰 건물입니다.
1,대학본부가 어디에 있니? 
2,교회 바로 옆에 있는 건물입니다.
1,컨버젼스홀이 어디에 있니?  
2,학관과 중앙도서관 바로 옆에 있는 지어지고 있는 건물입니다.
1,청연 학사가 어디에 있니? 
2,연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다.
1,청연 1학사가 어디에 있니? 
2,연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다.
1,청연 2학사가 어디에 있니? 
2,연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다.
1,세연학사가 어디에 있니? : 
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,세연 1학사가 어디에 있니?  
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,세연 2학사가 어디에 있니?  
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,세연 3학사가 어디에 있니?  
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,매지 학사가 어디에 있니? 
2,2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다. 13학사의 경우 연세플라자 언덕으로 올라오시면 보입니다.
1,매지 1학사가 어디에 있니? 
2,1학사의 경우 연세플라자 언덕으로 올라오시면 보입니다.
1,매지 2학사가 어디에 있니? 
2,2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다.
1,매지 3학사가 어디에 있니? 
2,3학사의 경우 연세플라자 언덕으로 올라오시면 보입니다.
1,34번 버스는 어디에서 타니? 
2,연세대 정문 연세대 스포츠센터 연세대학교 연세대 복지타운에서 탈 수 있습니다.
1,31번 버스는 어디에서 타니? 
2,연세삼거리에서 탈 수 있습니다.
1,30번 버스는 어디에서 타니? 
2,연세삼거리에서 탈 수 있습니다.
1,셔틀버스 정류장은 어디에 있니? 
2,미래관 옆 주차장에 있습니다.
1,셔틀버스 사무실은 어디에 있니? 
2,학생회관 3층에 있습니다.
1,무궁화공원은 어디에 있니? 
2,정문으로 들어오기 전 오른쪽에 있습니다.
1,헐떡고개는 어디에 있니? 
2,세연학사에서 정의관 사이에 있습니다.
1,거북섬은 어디에 있니? 
2,저수지 가운데에 있습니다.
1,흥업저수지는 어디에 있니? 
2,정문으로 들어오는 기준 오른쪽에 있습니다.
1,매지호수는 어디에 있니? 
2,정문으로 들어오는 기준 오른쪽에 있습니다.
1,학군단은 어디에 있니? 
2,백운관 옆 셔틀버스 탑승장 뒤쪽에 있습니다.
1,풋살장은 어디에 있니? 
2,스포츠센터와 운동장 사이에 있습니다.
1,배드민턴장은 어디에 있니? 
2,헐떡고개 중간에 있습니다.
1,테니스장은 어디에 있니? 
2,종합운동장 맞은편에 있습니다.
1,운동장은 어디에 있니? 
2,스포츠센터 옆 테니스장 맞은편에 있습니다.
1,bnc는 어디에 있니? 
2,연세프라자 2층에 있습니다.
1,편의점은 뭐뭐 있니? 
2,미니스톱 백운관점 미니스톱 연대학생회관점 CU청연학사점 CU연세프라자점이 있습니다.
1,미니스톱 백운관점은 어디에 있니? 
2,백운관 1층에 있습니다.
1,미니스톱 연대학생회관점은 어디에 있니? 
2,학생회관 1층에 있습니다.
1,CU청연학사점은 어디에 있니? 
2,청연학사 1층에 있습니다.
1,CU연세프라자점은 어디에 있니? 
2,연세프라자 1층에 있습니다.
1,매지리는 어디에 있니? 
2,흥업면에 있습니다.
1,키스로드는 어디에 있니? 
2,호수를 따라 있습니다.
1,현운재는 어디에 있니? 
2,세연3학사 뒤에 있습니다.
1,라돈하우스는 어디에 있니? 
2,"뒷산 어딘가에 있습니다.""0"
1,독수리상의 위치가 어디니? 
2,중앙도서관과 학생회관 사이에 위치하고 있습니다.
1,미래관의 위치가 어디니? 
2,청송관과 중앙도서관과 미래관 사이에 위치하고 있습니다.
1,창조관의 위치가 어디니? 
2,청송관과 중앙도서관과 미래관 사이에위치하고 있습니다.
1,청송관의 위치가 어디니? 
2,정의관 바로 옆에 위치하고 있습니다.
1,중앙도서관의 위치가 어디니?  
2,학생회관에서 독수리상 기준으로 가장 빨리 나오는 건물입니다.
1,백운관의 위치가 어디니? 
2,창조관 뒤편으로 올라가는 길로 가면 있는 건물이고 학군단 옆에 있습니다.
1,스포츠센터의 위치가 어디니? 
2,연세플라자 반대편과 운동장 옆에 위치하고 있습니다.
1,헬스장의 위치가 어디니? 
2,스포츠센터 108호 입니다.
1,수영장의 위치가 어디니? 
2,스포츠센터 101호 입니다.
1,스쿼시장의 위치가 어디니? 
2,스포츠센터 105-107호 입니다
1,노천극장의 위치가 어디니? 
2,미래관에서 나왔을때 왼쪽 
2,독수리상이 바라보는 방향으로 가게되면 나오는 신전같은 모습의 건물입니다.
1,학생회관의 위치가 어디니? 
2,축구장을 지나서 삼거리가 나오는 곳의 오른쪽에 있는 건물입니다.
1,학생회관 식당의 위치가 어디니? 
2,학관 1층에 위치하고 있습니다.
1,동아리방의 위치가 어디니? 
2,학생회관 3~4층에 위치하고 있습니다
1,연세플라자의 위치가 어디니? 
2,학교를 들어오면 스포츠센터 맞은편에 있으며 매지학사와 세연학사 사이에 있는커다란 건물입니다.
1,이글플라자의 위치가 어디니? 
2,매지학사와 세연학사 사이에 있는 건물 두 개 중 작은 건물입니다.
1,교회의 위치가 어디니? 
2,대학본부와 붙어있는 건물이며 중앙길을 따라오면 테니스장 옆에 있는건물입니다.
1,정의관의 위치가 어디니? 
2,학교입구에서 기준으로 헐떡고개를 따라서 오면 좌측에 바로 보이는 큰 건물입니다.
1,대학본부의 위치가 어디니? 
2,교회 바로 옆에 있는 건물입니다.
1,컨버젼스홀의 위치가 어디니? 
2,학관과 중앙도서관 바로 옆에 있는 지어지고 있는 건물입니다.
1,청연 학사의 위치가 어디니? 
2,연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다.
1,청연 1학사의 위치가 어디니? 
2,연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다.
1,청연 2학사의 위치가 어디니? 
2,연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다.
1,세연학사의 위치가 어디니?  
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,세연 1학사의 위치가 어디니?  
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,세연 2학사의 위치가 어디니? 
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,세연 3학사의 위치가 어디니?  
2,연세플라자 언덕으로 올라오시면 우측에 위치합니다.
1,매지 학사의 위치가 어디니? 
2,2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다. 13학사의 경우 연세플라자 언덕으로 올라오시면 보입니다.
1,매지 1학사의 위치가 어디니? 
2,1학사의 경우 연세플라자 언덕으로 올라오시면 보입니다.
1,매지 2학사의 위치가 어디니? 
2,2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다.
1,매지 3학사의 위치가 어디니? 
2,3학사의 경우 연세플라자 언덕으로 올라오시면 보입니다.
1,34번 버스 정류장의 위치가 어디니? 
2,연세대 정문 연세대 스포츠센터 연세대학교 연세대 복지타운에서 탈 수 있습니다.
1,31번 버스 정류장의 위치가 어디니? 
2,연세삼거리에서 탈 수 있습니다.
1,30번 버스 정류장의 위치가 어디니? 
2,연세삼거리에서 탈 수 있습니다.
1,셔틀버스 정류장의 위치가 어디니? 
2,미래관 옆 주차장에 있습니다.
1,셔틀버스 사무실의 위치가 어디니? 
2,학생회관 3층에 있습니다.
1,무궁화공원의 위치가 어디니? 
2,정문으로 들어오기 전 오른쪽에 있습니다.
1,헐떡고개의 위치가 어디니? 
2,세연학사에서 정의관 사이에 있습니다.
1,거북섬의 위치가 어디니? 
2,저수지 가운데에 있습니다.
1,흥업저수지의 위치가 어디니? 
2,정문으로 들어오는 기준 오른쪽에 있습니다.
1,매지호수의 위치가 어디니? 
2,정문으로 들어오는 기준 오른쪽에 있습니다.
1,학군단의 위치가 어디니? 
2,백운관 옆 셔틀버스 탑승장 뒤쪽에 있습니다.
1,풋살장의 위치가 어디니? 
